Song,Concert,Year
Chinatown Shuffle,"Olympia Theater, Paris, XFRA (5/3/72)",1972
China Cat Sunflower,"Olympia Theater, Paris, XFRA (5/3/72)",1972
I Know You Rider,"Olympia Theater, Paris, XFRA (5/3/72)",1972
Beat it on Down the Line,"Olympia Theater, Paris, XFRA (5/3/72)",1972
He's Gone,"Olympia Theater, Paris, XFRA (5/3/72)",1972
Next Time You See Me,"Olympia Theater, Paris, XFRA (5/3/72)",1972
Playing in the Band,"Olympia Theater, Paris, XFRA (5/3/72)",1972
Good Lovin',"Olympia Theater, Paris, XFRA (5/3/72)",1972
Sing Me Back Home,"Olympia Theater, Paris, XFRA (5/3/72)",1972
Casey Jones,"Olympia Theater, Paris, XFRA (5/3/72)",1972
Greatest Story Ever Told,"Olympia Theater, Paris, XFRA (5/3/72)",1972
Ramble On Rose,"Olympia Theater, Paris, XFRA (5/3/72)",1972
Hurts Me Too,"Olympia Theater, Paris, XFRA (5/3/72)",1972
Truckin',"Olympia Theater, Paris, XFRA (5/3/72)",1972
The Other One,"Olympia Theater, Paris, XFRA (5/3/72)",1972
drums,"Olympia Theater, Paris, XFRA (5/3/72)",1972
The Other One,"Olympia Theater, Paris, XFRA (5/3/72)",1972
Me and Bobby McGee,"Olympia Theater, Paris, XFRA (5/3/72)",1972
The Other One,"Olympia Theater, Paris, XFRA (5/3/72)",1972
Wharf Rat,"Olympia Theater, Paris, XFRA (5/3/72)",1972
Jack Straw,"Olympia Theater, Paris, XFRA (5/3/72)",1972
Sugar Magnolia,"Olympia Theater, Paris, XFRA (5/3/72)",1972
Not Fade Away,"Olympia Theater, Paris, XFRA (5/3/72)",1972
Goin' Down the Road Feeling Bad,"Olympia Theater, Paris, XFRA (5/3/72)",1972
Not Fade Away,"Olympia Theater, Paris, XFRA (5/3/72)",1972
One More Saturday Night,"Olympia Theater, Paris, XFRA (5/3/72)",1972
Greatest Story Ever Told,"Olympia Theater, Paris, XFRA (5/4/72)",1972
Deal,"Olympia Theater, Paris, XFRA (5/4/72)",1972
Mr. Charlie,"Olympia Theater, Paris, XFRA (5/4/72)",1972
Beat it on Down the Line,"Olympia Theater, Paris, XFRA (5/4/72)",1972
Brown Eyed Women,"Olympia Theater, Paris, XFRA (5/4/72)",1972
Chinatown Shuffle,"Olympia Theater, Paris, XFRA (5/4/72)",1972
Playing in the Band,"Olympia Theater, Paris, XFRA (5/4/72)",1972
You Win Again,"Olympia Theater, Paris, XFRA (5/4/72)",1972
Hurts Me Too,"Olympia Theater, Paris, XFRA (5/4/72)",1972
He's Gone,"Olympia Theater, Paris, XFRA (5/4/72)",1972
El Paso,"Olympia Theater, Paris, XFRA (5/4/72)",1972
Big Railroad Blues,"Olympia Theater, Paris, XFRA (5/4/72)",1972
Two Souls In Communion,"Olympia Theater, Paris, XFRA (5/4/72)",1972
Casey Jones,"Olympia Theater, Paris, XFRA (5/4/72)",1972
Good Lovin',"Olympia Theater, Paris, XFRA (5/4/72)",1972
Next Time You See Me,"Olympia Theater, Paris, XFRA (5/4/72)",1972
Ramble On Rose,"Olympia Theater, Paris, XFRA (5/4/72)",1972
Jack Straw,"Olympia Theater, Paris, XFRA (5/4/72)",1972
Dark Star,"Olympia Theater, Paris, XFRA (5/4/72)",1972
drums,"Olympia Theater, Paris, XFRA (5/4/72)",1972
Dark Star,"Olympia Theater, Paris, XFRA (5/4/72)",1972
Sugar Magnolla,"Olympia Theater, Paris, XFRA (5/4/72)",1972
Sing Me Back Home,"Olympia Theater, Paris, XFRA (5/4/72)",1972
Mexicali Blues,"Olympia Theater, Paris, XFRA (5/4/72)",1972
Big Boss Man,"Olympia Theater, Paris, XFRA (5/4/72)",1972
Uncle John's Band,"Olympia Theater, Paris, XFRA (5/4/72)",1972
Not Fade Away,"Olympia Theater, Paris, XFRA (5/4/72)",1972
Goin' Down the Road Feeling Bad,"Olympia Theater, Paris, XFRA (5/4/72)",1972
Not Fade Away,"Olympia Theater, Paris, XFRA (5/4/72)",1972
One More Saturday Night,"Olympia Theater, Paris, XFRA (5/4/72)",1972
Truckin',"Bickershaw Festival, Wigan, XENG (5/7/72)",1972
Sugaree,"Bickershaw Festival, Wigan, XENG (5/7/72)",1972
Mr. Charlie,"Bickershaw Festival, Wigan, XENG (5/7/72)",1972
Deal,"Bickershaw Festival, Wigan, XENG (5/7/72)",1972
Beat it on Down the Line,"Bickershaw Festival, Wigan, XENG (5/7/72)",1972
He's Gone,"Bickershaw Festival, Wigan, XENG (5/7/72)",1972
Chinatown Shuffle,"Bickershaw Festival, Wigan, XENG (5/7/72)",1972
China Cat Sunflower,"Bickershaw Festival, Wigan, XENG (5/7/72)",1972
I Know You Rider,"Bickershaw Festival, Wigan, XENG (5/7/72)",1972
Black Throated Wind,"Bickershaw Festival, Wigan, XENG (5/7/72)",1972
Next Time You See Me,"Bickershaw Festival, Wigan, XENG (5/7/72)",1972
Playing in the Band,"Bickershaw Festival, Wigan, XENG (5/7/72)",1972
Tennessee Jed,"Bickershaw Festival, Wigan, XENG (5/7/72)",1972
Good Lovin',"Bickershaw Festival, Wigan, XENG (5/7/72)",1972
Casey Jones,"Bickershaw Festival, Wigan, XENG (5/7/72)",1972
Greatest Story Ever Told,"Bickershaw Festival, Wigan, XENG (5/7/72)",1972
Big Boss Man,"Bickershaw Festival, Wigan, XENG (5/7/72)",1972
Ramble On Rose,"Bickershaw Festival, Wigan, XENG (5/7/72)",1972
Jack Straw,"Bickershaw Festival, Wigan, XENG (5/7/72)",1972
Dark Star,"Bickershaw Festival, Wigan, XENG (5/7/72)",1972
drums,"Bickershaw Festival, Wigan, XENG (5/7/72)",1972
The Other One,"Bickershaw Festival, Wigan, XENG (5/7/72)",1972
Sing Me Back Home,"Bickershaw Festival, Wigan, XENG (5/7/72)",1972
Sugar Magnolia,"Bickershaw Festival, Wigan, XENG (5/7/72)",1972
Turn On Your Lovelight,"Bickershaw Festival, Wigan, XENG (5/7/72)",1972
Goin' Down the Road Feeling Bad,"Bickershaw Festival, Wigan, XENG (5/7/72)",1972
Not Fade Away,"Bickershaw Festival, Wigan, XENG (5/7/72)",1972
One More Saturday Night,"Bickershaw Festival, Wigan, XENG (5/7/72)",1972
Bertha,"Concertgebouw, Amsterdam, XNETHER (5/10/72)",1972
Me and My Uncle,"Concertgebouw, Amsterdam, XNETHER (5/10/72)",1972
Mr. Charlie,"Concertgebouw, Amsterdam, XNETHER (5/10/72)",1972
China Cat Sunflower,"Concertgebouw, Amsterdam, XNETHER (5/10/72)",1972
I Know You Rider,"Concertgebouw, Amsterdam, XNETHER (5/10/72)",1972
Black Throated Wind,"Concertgebouw, Amsterdam, XNETHER (5/10/72)",1972
Next Time You See Me,"Concertgebouw, Amsterdam, XNETHER (5/10/72)",1972
Loser,"Concertgebouw, Amsterdam, XNETHER (5/10/72)",1972
Jack Straw,"Concertgebouw, Amsterdam, XNETHER (5/10/72)",1972
He's Gone,"Concertgebouw, Amsterdam, XNETHER (5/10/72)",1972
Chinatown Shuffle,"Concertgebouw, Amsterdam, XNETHER (5/10/72)",1972
Playing in the Band,"Concertgebouw, Amsterdam, XNETHER (5/10/72)",1972
Big Railroad Blues,"Concertgebouw, Amsterdam, XNETHER (5/10/72)",1972
Big Boss Man,"Concertgebouw, Amsterdam, XNETHER (5/10/72)",1972
Greatest Story Ever Told,"Concertgebouw, Amsterdam, XNETHER (5/10/72)",1972
Casey Jones,"Concertgebouw, Amsterdam, XNETHER (5/10/72)",1972
Truckin',"Concertgebouw, Amsterdam, XNETHER (5/10/72)",1972
drums,"Concertgebouw, Amsterdam, XNETHER (5/10/72)",1972
The Other One,"Concertgebouw, Amsterdam, XNETHER (5/10/72)",1972
Bobby McGee,"Concertgebouw, Amsterdam, XNETHER (5/10/72)",1972
The Other One,"Concertgebouw, Amsterdam, XNETHER (5/10/72)",1972
Wharf Rat,"Concertgebouw, Amsterdam, XNETHER (5/10/72)",1972
Beat it on Down the Line,"Concertgebouw, Amsterdam, XNETHER (5/10/72)",1972
Two Souls In Communion,"Concertgebouw, Amsterdam, XNETHER (5/10/72)",1972
Ramble  On,"Concertgebouw, Amsterdam, XNETHER (5/10/72)",1972
Sing Me Back Home,"Concertgebouw, Amsterdam, XNETHER (5/10/72)",1972
Sugar Magnolia,"Concertgebouw, Amsterdam, XNETHER (5/10/72)",1972
Not Fade Away,"Concertgebouw, Amsterdam, XNETHER (5/10/72)",1972
Goin' Down the Road Feeling Bad,"Concertgebouw, Amsterdam, XNETHER (5/10/72)",1972
Not Fade Away,"Concertgebouw, Amsterdam, XNETHER (5/10/72)",1972
Playing in the Band,"Civic Hall, Rotterdam, XNETHER (5/11/72)",1972
Sugaree,"Civic Hall, Rotterdam, XNETHER (5/11/72)",1972
Mr. Charlie,"Civic Hall, Rotterdam, XNETHER (5/11/72)",1972
Black Throated Wind,"Civic Hall, Rotterdam, XNETHER (5/11/72)",1972
Deal,"Civic Hall, Rotterdam, XNETHER (5/11/72)",1972
Chinatown Shuffle,"Civic Hall, Rotterdam, XNETHER (5/11/72)",1972
Mexicali Blues,"Civic Hall, Rotterdam, XNETHER (5/11/72)",1972
China Cat Sunflower,"Civic Hall, Rotterdam, XNETHER (5/11/72)",1972
I Know You Rider,"Civic Hall, Rotterdam, XNETHER (5/11/72)",1972
Hurts Me Too,"Civic Hall, Rotterdam, XNETHER (5/11/72)",1972
Beat it on Down the Line,"Civic Hall, Rotterdam, XNETHER (5/11/72)",1972
Brown Eyed Women,"Civic Hall, Rotterdam, XNETHER (5/11/72)",1972
Jack Straw,"Civic Hall, Rotterdam, XNETHER (5/11/72)",1972
Big Railroad Blues,"Civic Hall, Rotterdam, XNETHER (5/11/72)",1972
Casey Jones,"Civic Hall, Rotterdam, XNETHER (5/11/72)",1972
Good Lovin',"Civic Hall, Rotterdam, XNETHER (5/11/72)",1972
Morning Dew,"Civic Hall, Rotterdam, XNETHER (5/11/72)",1972
Me and My Uncle,"Civic Hall, Rotterdam, XNETHER (5/11/72)",1972
Two Souls In Communion,"Civic Hall, Rotterdam, XNETHER (5/11/72)",1972
El Paso,"Civic Hall, Rotterdam, XNETHER (5/11/72)",1972
Tennessee Jed,"Civic Hall, Rotterdam, XNETHER (5/11/72)",1972
Next Time You See Me,"Civic Hall, Rotterdam, XNETHER (5/11/72)",1972
Dark Star,"Civic Hall, Rotterdam, XNETHER (5/11/72)",1972
drums,"Civic Hall, Rotterdam, XNETHER (5/11/72)",1972
Dark Star,"Civic Hall, Rotterdam, XNETHER (5/11/72)",1972
Sugar Magnolia,"Civic Hall, Rotterdam, XNETHER (5/11/72)",1972
Caution,"Civic Hall, Rotterdam, XNETHER (5/11/72)",1972
Who Do You Love,"Civic Hall, Rotterdam, XNETHER (5/11/72)",1972
Caution,"Civic Hall, Rotterdam, XNETHER (5/11/72)",1972
Truckin',"Civic Hall, Rotterdam, XNETHER (5/11/72)",1972
Uncle John's Band,"Civic Hall, Rotterdam, XNETHER (5/11/72)",1972
One More Saturday Night,"Civic Hall, Rotterdam, XNETHER (5/11/72)",1972
Bertha,"Fairgrounds, Lille, XFRA (5/13/72)",1972
Black Throated Wind,"Fairgrounds, Lille, XFRA (5/13/72)",1972
Chinatown Shuffle,"Fairgrounds, Lille, XFRA (5/13/72)",1972
Loser,"Fairgrounds, Lille, XFRA (5/13/72)",1972
Beat it on Down the Line,"Fairgrounds, Lille, XFRA (5/13/72)",1972
Mr. Charlie,"Fairgrounds, Lille, XFRA (5/13/72)",1972
China Cat Sunflower,"Fairgrounds, Lille, XFRA (5/13/72)",1972
I Know You Rider,"Fairgrounds, Lille, XFRA (5/13/72)",1972
Me and My Uncle,"Fairgrounds, Lille, XFRA (5/13/72)",1972
Big Railroad Blues,"Fairgrounds, Lille, XFRA (5/13/72)",1972
Next Time You See Me,"Fairgrounds, Lille, XFRA (5/13/72)",1972
Playing in the Band,"Fairgrounds, Lille, XFRA (5/13/72)",1972
Sugaree,"Fairgrounds, Lille, XFRA (5/13/72)",1972
Mexicali Blues,"Fairgrounds, Lille, XFRA (5/13/72)",1972
Casey Jones,"Fairgrounds, Lille, XFRA (5/13/72)",1972
Truckin',"Fairgrounds, Lille, XFRA (5/13/72)",1972
drums,"Fairgrounds, Lille, XFRA (5/13/72)",1972
The Other One,"Fairgrounds, Lille, XFRA (5/13/72)",1972
Big River,"Fairgrounds, Lille, XFRA (5/13/72)",1972
He's Gone,"Fairgrounds, Lille, XFRA (5/13/72)",1972
Hurts Me Too,"Fairgrounds, Lille, XFRA (5/13/72)",1972
Sugar Magnolia,"Fairgrounds, Lille, XFRA (5/13/72)",1972
Not Fade Away,"Fairgrounds, Lille, XFRA (5/13/72)",1972
Goin' Down the Road Feeling Bad,"Fairgrounds, Lille, XFRA (5/13/72)",1972
Not Fade Away,"Fairgrounds, Lille, XFRA (5/13/72)",1972
One More Saturday Night,"Fairgrounds, Lille, XFRA (5/13/72)",1972
Bertha,"Radio Luxembourg, XLUX (5/16/72)",1972
Me and My Uncle,"Radio Luxembourg, XLUX (5/16/72)",1972
Mr. Charlie,"Radio Luxembourg, XLUX (5/16/72)",1972
Sugaree,"Radio Luxembourg, XLUX (5/16/72)",1972
Black Throated Wind,"Radio Luxembourg, XLUX (5/16/72)",1972
Chinatown Shuffle,"Radio Luxembourg, XLUX (5/16/72)",1972
China Cat Sunflower,"Radio Luxembourg, XLUX (5/16/72)",1972
I Know You Rider,"Radio Luxembourg, XLUX (5/16/72)",1972
Beat it on Down the Line,"Radio Luxembourg, XLUX (5/16/72)",1972
Hurts Me Too,"Radio Luxembourg, XLUX (5/16/72)",1972
Tennessee Jed,"Radio Luxembourg, XLUX (5/16/72)",1972
Playing in the Band,"Radio Luxembourg, XLUX (5/16/72)",1972
Promised Land,"Radio Luxembourg, XLUX (5/16/72)",1972
Truckin',"Radio Luxembourg, XLUX (5/16/72)",1972
drums,"Radio Luxembourg, XLUX (5/16/72)",1972
The Other One,"Radio Luxembourg, XLUX (5/16/72)",1972
Sing Me Back Home,"Radio Luxembourg, XLUX (5/16/72)",1972
Sugar Magnolia,"Radio Luxembourg, XLUX (5/16/72)",1972
Not Fade Away,"Radio Luxembourg, XLUX (5/16/72)",1972
Goin' Down the Road Feeling Bad,"Radio Luxembourg, XLUX (5/16/72)",1972
Not Fade Away,"Radio Luxembourg, XLUX (5/16/72)",1972
One More Saturday Night,"Radio Luxembourg, XLUX (5/16/72)",1972
Truckin',"Deutsches Museum Halle, Munich, XWGER (5/18/72)",1972
Sugaree,"Deutsches Museum Halle, Munich, XWGER (5/18/72)",1972
Mr. Charlie,"Deutsches Museum Halle, Munich, XWGER (5/18/72)",1972
Jack Straw,"Deutsches Museum Halle, Munich, XWGER (5/18/72)",1972
Tennessee Jed,"Deutsches Museum Halle, Munich, XWGER (5/18/72)",1972
Chinatown Shuffle,"Deutsches Museum Halle, Munich, XWGER (5/18/72)",1972
Black Throated Wind,"Deutsches Museum Halle, Munich, XWGER (5/18/72)",1972
China Cat Sunflower,"Deutsches Museum Halle, Munich, XWGER (5/18/72)",1972
I Know You Rider,"Deutsches Museum Halle, Munich, XWGER (5/18/72)",1972
El Paso,"Deutsches Museum Halle, Munich, XWGER (5/18/72)",1972
Hurts Me Too,"Deutsches Museum Halle, Munich, XWGER (5/18/72)",1972
You Win Again,"Deutsches Museum Halle, Munich, XWGER (5/18/72)",1972
Playing in the Band,"Deutsches Museum Halle, Munich, XWGER (5/18/72)",1972
Good Lovin',"Deutsches Museum Halle, Munich, XWGER (5/18/72)",1972
Casey Jones,"Deutsches Museum Halle, Munich, XWGER (5/18/72)",1972
Top Of The World,"Deutsches Museum Halle, Munich, XWGER (5/18/72)",1972
Me and My Uncle,"Deutsches Museum Halle, Munich, XWGER (5/18/72)",1972
Ramble On Rose,"Deutsches Museum Halle, Munich, XWGER (5/18/72)",1972
Beat it on Down the Line,"Deutsches Museum Halle, Munich, XWGER (5/18/72)",1972
Dark Star,"Deutsches Museum Halle, Munich, XWGER (5/18/72)",1972
Morning Dew,"Deutsches Museum Halle, Munich, XWGER (5/18/72)",1972
drums,"Deutsches Museum Halle, Munich, XWGER (5/18/72)",1972
Sugar Magnolia,"Deutsches Museum Halle, Munich, XWGER (5/18/72)",1972
Sing Me Back Home,"Deutsches Museum Halle, Munich, XWGER (5/18/72)",1972
One More Saturday Night,"Deutsches Museum Halle, Munich, XWGER (5/18/72)",1972
Promised Land,"The Strand Lyceum, London, XENG (5/23/72)",1972
Sugaree,"The Strand Lyceum, London, XENG (5/23/72)",1972
Mr. Charlie,"The Strand Lyceum, London, XENG (5/23/72)",1972
Black Throated Wind,"The Strand Lyceum, London, XENG (5/23/72)",1972
Tennessee Jed,"The Strand Lyceum, London, XENG (5/23/72)",1972
Next Time You See Me,"The Strand Lyceum, London, XENG (5/23/72)",1972
Jack Straw,"The Strand Lyceum, London, XENG (5/23/72)",1972
China Cat Sunflower,"The Strand Lyceum, London, XENG (5/23/72)",1972
I Know You Rider,"The Strand Lyceum, London, XENG (5/23/72)",1972
Me & My Uncle,"The Strand Lyceum, London, XENG (5/23/72)",1972
Chinatown Shuffle,"The Strand Lyceum, London, XENG (5/23/72)",1972
Big Railroad Blues,"The Strand Lyceum, London, XENG (5/23/72)",1972
Two Souls In Communion,"The Strand Lyceum, London, XENG (5/23/72)",1972
Playing in the Band,"The Strand Lyceum, London, XENG (5/23/72)",1972
Top Of The World,"The Strand Lyceum, London, XENG (5/23/72)",1972
Rockin Pneumonia,"The Strand Lyceum, London, XENG (5/23/72)",1972
Mexicali Blues,"The Strand Lyceum, London, XENG (5/23/72)",1972
Good Lovin',"The Strand Lyceum, London, XENG (5/23/72)",1972
Casey Jones,"The Strand Lyceum, London, XENG (5/23/72)",1972
Ramble On Rose,"The Strand Lyceum, London, XENG (5/23/72)",1972
Dark Star,"The Strand Lyceum, London, XENG (5/23/72)",1972
drums,"The Strand Lyceum, London, XENG (5/23/72)",1972
Dark Star,"The Strand Lyceum, London, XENG (5/23/72)",1972
Morning Dew,"The Strand Lyceum, London, XENG (5/23/72)",1972
He's Gone,"The Strand Lyceum, London, XENG (5/23/72)",1972
Sugar Magnolia,"The Strand Lyceum, London, XENG (5/23/72)",1972
Comes A Time,"The Strand Lyceum, London, XENG (5/23/72)",1972
Goin' Down the Road Feeling Bad,"The Strand Lyceum, London, XENG (5/23/72)",1972
Not Fade Away,"The Strand Lyceum, London, XENG (5/23/72)",1972
Hey Bo Diddley,"The Strand Lyceum, London, XENG (5/23/72)",1972
Not Fade Away,"The Strand Lyceum, London, XENG (5/23/72)",1972
Uncle John's Band,"The Strand Lyceum, London, XENG (5/23/72)",1972
Cold Rain and Snow,"The Strand Lyceum, London, XENG (5/24/72)",1972
Beat it on Down the Line,"The Strand Lyceum, London, XENG (5/24/72)",1972
Mr. Charlie,"The Strand Lyceum, London, XENG (5/24/72)",1972
Deal,"The Strand Lyceum, London, XENG (5/24/72)",1972
Me and My Uncle,"The Strand Lyceum, London, XENG (5/24/72)",1972
Hurts Me Too,"The Strand Lyceum, London, XENG (5/24/72)",1972
Dire Wolf,"The Strand Lyceum, London, XENG (5/24/72)",1972
Black Throated Wind,"The Strand Lyceum, London, XENG (5/24/72)",1972
Chinatown Shuffle,"The Strand Lyceum, London, XENG (5/24/72)",1972
China Cat Sunflower,"The Strand Lyceum, London, XENG (5/24/72)",1972
I Know You Rider,"The Strand Lyceum, London, XENG (5/24/72)",1972
Playing in the Band,"The Strand Lyceum, London, XENG (5/24/72)",1972
You Win Again,"The Strand Lyceum, London, XENG (5/24/72)",1972
Jack Straw,"The Strand Lyceum, London, XENG (5/24/72)",1972
Casey Jones,"The Strand Lyceum, London, XENG (5/24/72)",1972
Rockin' Pneumonia,"The Strand Lyceum, London, XENG (5/24/72)",1972
Mexicali Blues,"The Strand Lyceum, London, XENG (5/24/72)",1972
Black Peter,"The Strand Lyceum, London, XENG (5/24/72)",1972
Truckin',"The Strand Lyceum, London, XENG (5/24/72)",1972
drums,"The Strand Lyceum, London, XENG (5/24/72)",1972
The Other One,"The Strand Lyceum, London, XENG (5/24/72)",1972
Sing Me Back Home,"The Strand Lyceum, London, XENG (5/24/72)",1972
Sugar Magnolia,"The Strand Lyceum, London, XENG (5/24/72)",1972
Turn On Your Lovelight,"The Strand Lyceum, London, XENG (5/24/72)",1972
One More Saturday Night,"The Strand Lyceum, London, XENG (5/24/72)",1972
Promised Land,"The Strand Lyceum, London, XENG (5/25/72)",1972
Brown Eyed Women,"The Strand Lyceum, London, XENG (5/25/72)",1972
Big Boss Man,"The Strand Lyceum, London, XENG (5/25/72)",1972
Black Throated Wind,"The Strand Lyceum, London, XENG (5/25/72)",1972
Tennessee Jed,"The Strand Lyceum, London, XENG (5/25/72)",1972
Mr. Charlie,"The Strand Lyceum, London, XENG (5/25/72)",1972
Jack Straw,"The Strand Lyceum, London, XENG (5/25/72)",1972
China Cat Sunflower,"The Strand Lyceum, London, XENG (5/25/72)",1972
I Know You Rider,"The Strand Lyceum, London, XENG (5/25/72)",1972
Me and Bobby McGee,"The Strand Lyceum, London, XENG (5/25/72)",1972
Good Lovin',"The Strand Lyceum, London, XENG (5/25/72)",1972
Playing in the Band,"The Strand Lyceum, London, XENG (5/25/72)",1972
Brokedown Palace,"The Strand Lyceum, London, XENG (5/25/72)",1972
Casey Jones,"The Strand Lyceum, London, XENG (5/25/72)",1972
Me and My Uncle,"The Strand Lyceum, London, XENG (5/25/72)",1972
Big Railroad Blues,"The Strand Lyceum, London, XENG (5/25/72)",1972
Chinatown Shuffle,"The Strand Lyceum, London, XENG (5/25/72)",1972
Ramble On Rose,"The Strand Lyceum, London, XENG (5/25/72)",1972
Uncle John's Band,"The Strand Lyceum, London, XENG (5/25/72)",1972
Wharf Rat,"The Strand Lyceum, London, XENG (5/25/72)",1972
Dark Star,"The Strand Lyceum, London, XENG (5/25/72)",1972
Sugar Magnolia,"The Strand Lyceum, London, XENG (5/25/72)",1972
Comes A Time,"The Strand Lyceum, London, XENG (5/25/72)",1972
El Paso,"The Strand Lyceum, London, XENG (5/25/72)",1972
Top Of The World,"The Strand Lyceum, London, XENG (5/25/72)",1972
Goin' Down the Road Feeling Bad,"The Strand Lyceum, London, XENG (5/25/72)",1972
One More Saturday Night,"The Strand Lyceum, London, XENG (5/25/72)",1972
Promised Land,"The Strand Lyceum, London, XENG (5/26/72)",1972
Sugaree,"The Strand Lyceum, London, XENG (5/26/72)",1972
Mr. Charlie,"The Strand Lyceum, London, XENG (5/26/72)",1972
Black Throated Wind,"The Strand Lyceum, London, XENG (5/26/72)",1972
Loser,"The Strand Lyceum, London, XENG (5/26/72)",1972
Next Time You See Me,"The Strand Lyceum, London, XENG (5/26/72)",1972
El Paso,"The Strand Lyceum, London, XENG (5/26/72)",1972
Dire Wolf,"The Strand Lyceum, London, XENG (5/26/72)",1972
Two Souls In Communion,"The Strand Lyceum, London, XENG (5/26/72)",1972
Playing in the Band,"The Strand Lyceum, London, XENG (5/26/72)",1972
He's Gone,"The Strand Lyceum, London, XENG (5/26/72)",1972
Cumberland Blues,"The Strand Lyceum, London, XENG (5/26/72)",1972
Jack Straw,"The Strand Lyceum, London, XENG (5/26/72)",1972
Chinatown Shuffle,"The Strand Lyceum, London, XENG (5/26/72)",1972
China Cat Sunflower,"The Strand Lyceum, London, XENG (5/26/72)",1972
I Know You Rider,"The Strand Lyceum, London, XENG (5/26/72)",1972
Not Fade Away,"The Strand Lyceum, London, XENG (5/26/72)",1972
Goin' Down the Road Feeling Bad,"The Strand Lyceum, London, XENG (5/26/72)",1972
Not Fade Away,"The Strand Lyceum, London, XENG (5/26/72)",1972
Truckin',"The Strand Lyceum, London, XENG (5/26/72)",1972
The Other One,"The Strand Lyceum, London, XENG (5/26/72)",1972
Morning Dew,"The Strand Lyceum, London, XENG (5/26/72)",1972
The Other One,"The Strand Lyceum, London, XENG (5/26/72)",1972
Sing Me Back Home,"The Strand Lyceum, London, XENG (5/26/72)",1972
Me and My Uncle,"The Strand Lyceum, London, XENG (5/26/72)",1972
Ramble On Rose,"The Strand Lyceum, London, XENG (5/26/72)",1972
